t_i,t_m,t_r,t_p,i_m,i_r,i_p,m_r,m_p,r_p,thumb,index,middle,ring,pinky,label
56.72741841473134,78.00640999302557,98.97979591815695,113.65298060323803,26.1725046566048,49.36598018878993,69.02897942168927,23.194827009486403,43.289721643826724,21.540659228538015,110.98198051936178,14.142135623730951,22.02271554554524,26.0,18.35755975068582,a
56.72741841473134,79.81227975693966,99.98499887483122,112.16059914247963,26.68332812825267,49.64876634922564,67.00746227100382,23.08679276123039,41.593268686170845,20.12461179749811,107.54068997360952,16.0312195418814,26.076809620810597,29.017236257093817,20.808652046684813,a
57.38466694161429,77.80102827083971,96.89685237405806,110.30865786510141,24.331050121192877,45.5411901469428,64.00781202322104,21.213203435596427,40.311288741492746,20.615528128088304,111.13955191559843,15.033296378372908,23.021728866442675,26.476404589747453,21.93171219946131,a
59.81638571495272,78.24321056807422,98.47842403288143,112.80514172678478,24.08318915758459,46.389654018972806,66.007575322837,22.360679774997898,42.1070065428546,21.18962010041709,115.88356225108029,20.09975124224178,26.019223662515376,30.14962686336267,23.853720883753127,a
57.48912940721924,73.00684899377592,94.15412895885129,111.48542505637228,22.02271554554524,44.181444068749045,65.00769185258002,22.561028345356956,43.04648650006177,21.213203435596427,113.14592347937243,27.16615541441225,28.0,30.4138126514911,23.853720883753127,a
60.30754513325841,77.00649323271382,96.56603957913983,113.1591799192624,22.02271554554524,43.289721643826724,63.071388124885914,21.37755832643195,41.048751503547585,20.09975124224178,117.61802582937702,25.019992006393608,27.018512172212592,28.442925306655784,24.413111231467404,a
59.20304046246274,75.6042326857432,95.4148835350125,113.6001760562016,24.020824298928627,44.28317965096906,65.19202405202648,20.8806130178211,41.43669871020132,21.0,115.39497389401325,29.017236257093817,28.0,30.805843601498726,25.238858928247925,a
51.478150704935004,67.88225099390856,92.80086206496145,114.23659658795863,27.018512172212592,53.75872022286245,78.63841300535,27.202941017470888,51.78802950489621,25.019992006393608,117.38824472663352,22.02271554554524,24.08318915758459,28.635642126552707,24.186773244895647,a
46.861498055439924,71.40028011149536,97.09788875150684,114.49017425089369,27.892651361962706,54.405882034941776,73.7563556583431,26.570660511172846,45.89117562233506,20.0,109.12836478203089,22.47220505424423,25.942243542145693,29.068883707497267,25.612496949731394,a
50.99019513592785,78.89233169326408,101.96568050084302,120.93386622447825,30.59411708155671,54.3415126767741,74.33034373659252,23.769728648009426,43.73785545725808,20.09975124224178,115.10430052782563,18.35755975068582,20.396078054371138,22.135943621178654,21.213203435596427,a
38.948684188300895,63.631753079732135,86.33075929238663,107.91200118615167,29.154759474226502,52.61178575186362,75.53806987208503,23.53720459187964,46.389654018972806,23.021728866442675,103.94229168149026,11.704699910719626,16.1245154965971,21.840329667841555,20.808652046684813,a
29.732137494637012,59.0592922409336,85.7962703152066,108.15729286552988,31.04834939252005,59.033888572581766,82.03657720797473,28.160255680657446,51.24451190127583,23.08679276123039,101.01980003939822,10.770329614269007,16.55294535724685,18.973665961010276,20.0,a
38.600518131237564,61.61168720299745,85.42247947700886,104.75208828467335,27.459060435491963,53.600373133029585,75.23961722390672,26.1725046566048,48.010415536631214,22.090722034374522,105.58882516630251,7.810249675906654,14.560219778561036,19.6468827043885,18.601075237738275,a
49.57822102496216,70.60453243241541,94.66784036831093,111.89280584559492,23.769728648009426,49.47726750741192,69.58448102845921,25.709920264364882,46.09772228646444,21.213203435596427,112.29425630903836,9.0,19.1049731745428,24.08318915758459,18.867962264113206,a
49.57822102496216,74.65252842335616,94.03190947758107,109.59014554237986,26.92582403567252,48.08326112068523,66.75327707311455,21.37755832643195,41.0,20.396078054371138,111.36426715962351,9.219544457292887,21.0,25.317977802344327,19.209372712298546,a
45.0,67.47592163134935,88.20430828479978,103.87011119662864,25.96150997149434,48.507731342539614,68.26419266350405,22.561028345356956,43.01162633521314,21.840329667841555,106.88779163215975,11.045361017187261,21.0,26.30589287593181,18.601075237738275,a
46.8187996428785,64.03124237432849,82.21921916437786,95.88013350011565,24.73863375370596,47.07440918375928,67.11929677819934,22.360679774997898,43.04648650006177,21.840329667841555,107.5174404457249,13.152946437965905,23.0,27.294688127912362,21.400934559032695,a
48.82622246293481,67.89698078707183,86.6083136886985,100.62305898749054,22.135943621178654,43.41658669218482,62.20128616033595,21.37755832643195,41.048751503547585,20.8806130178211,109.77249200050075,11.180339887498949,21.095023109728988,24.73863375370596,18.384776310850235,a
45.60701700396552,64.4437739428721,84.0535543567314,97.50897394599124,21.18962010041709,42.720018726587654,60.29925372672534,21.587033144922902,40.01249804748511,19.924858845171276,107.42439201596628,9.219544457292887,19.235384061671343,24.041630560342615,19.209372712298546,a
46.400431032480725,65.79513659838392,86.40023148117139,99.76472322419383,21.540659228538015,43.657759905886145,60.8276253029822,22.135943621178654,40.049968789001575,19.6468827043885,111.61541112229978,10.770329614269007,20.09975124224178,25.96150997149434,21.213203435596427,a
48.41487374764082,67.26812023536856,88.0056816347672,102.42070103255493,21.18962010041709,43.32435804486894,61.66036003787198,22.135943621178654,41.048751503547585,20.615528128088304,114.23659658795863,11.704699910719626,20.024984394500787,25.709920264364882,20.518284528683193,a
51.22499389946279,70.76722405181653,92.00543462209176,105.67875850898325,21.540659228538015,44.01136216933077,61.18823416311342,22.47220505424423,40.19950248448356,19.4164878389476,117.0,11.704699910719626,20.09975124224178,26.68332812825267,21.213203435596427,a
52.49761899362675,73.0,94.62557793746889,109.59014554237986,22.47220505424423,45.5411901469428,63.953107821277925,23.08679276123039,42.1070065428546,20.396078054371138,118.10588469674151,11.704699910719626,21.095023109728988,25.709920264364882,19.79898987322333,a
50.24937810560445,72.62231062146122,94.33981132056604,110.07270324653611,24.351591323771842,47.80167361086848,66.61080993352356,23.53720459187964,43.01162633521314,20.396078054371138,115.83609109426992,10.198039027185569,20.09975124224178,23.53720459187964,18.439088914585774,a
53.41348144429457,77.46612162745726,97.3498844375277,111.8257573191436,27.892651361962706,49.47726750741192,68.26419266350405,21.587033144922902,41.012193308819754,20.8806130178211,117.18361660232202,10.0,20.024984394500787,24.331050121192877,19.79898987322333,a
44.654227123532216,69.42621983083913,89.87213138676528,105.11898020814318,28.460498941515414,50.96076922496363,70.45565981523414,22.561028345356956,43.01162633521314,21.840329667841555,110.07270324653611,9.219544457292887,21.02379604162864,26.476404589747453,20.518284528683193,a
48.82622246293481,70.178344238091,91.2633551870629,106.45186705737011,25.709920264364882,48.507731342539614,68.26419266350405,22.80350850198276,43.0,21.840329667841555,110.98198051936178,12.041594578792296,20.024984394500787,25.495097567963924,19.79898987322333,a
50.21951811795888,71.58910531638176,90.44335243676011,105.55093557141026,25.709920264364882,46.32493928760188,66.18912297349165,20.615528128088304,41.012193308819754,21.840329667841555,110.98198051936178,12.041594578792296,20.024984394500787,24.73863375370596,19.1049731745428,a
49.20365840057018,71.84010022264724,90.97252332435328,106.02358228243375,26.68332812825267,47.29693436154187,66.27216610312357,20.615528128088304,40.0,20.615528128088304,110.02272492535349,11.045361017187261,20.0,24.515301344262525,19.79898987322333,a
47.20169488482379,68.24954212300622,87.36704184073076,102.95630140987001,25.495097567963924,46.09772228646444,66.12110101926616,20.615528128088304,41.012193308819754,21.840329667841555,107.35455276791944,12.165525060596439,20.024984394500787,25.495097567963924,19.849433241279208,a
46.04345773288535,67.47592163134935,87.36704184073076,102.95630140987001,26.476404589747453,48.05205510693585,68.11754546370561,21.587033144922902,42.01190307520001,21.840329667841555,106.92988356862641,12.165525060596439,20.223748416156685,25.179356624028344,18.601075237738275,a
50.60632371551998,70.9365914038728,89.58794561770016,103.36827366266692,23.769728648009426,44.91102314577124,63.071388124885914,21.213203435596427,40.11234224026316,19.924858845171276,110.07270324653611,11.704699910719626,20.024984394500787,22.20360331117452,16.97056274847714,a
54.817880294662984,74.51845409024533,93.74433316206373,108.6876257906115,23.53720459187964,44.91102314577124,64.1248781675256,21.37755832643195,41.012193308819754,20.615528128088304,112.72976536833562,12.649110640673518,19.026297590440446,22.20360331117452,17.029386365926403,a
53.600373133029585,73.0,92.65527507918802,108.2266141020775,23.53720459187964,45.12205669071391,65.19202405202648,21.587033144922902,42.0,21.587033144922902,110.98198051936178,12.649110640673518,19.0,22.561028345356956,17.69180601295413,a
52.20153254455275,72.24956747275377,92.41753080449618,107.78218776773832,23.769728648009426,45.60701700396552,65.37583651472461,21.840329667841555,42.01190307520001,21.587033144922902,112.40106761058811,11.661903789690601,18.027756377319946,22.360679774997898,17.029386365926403,a
50.21951811795888,68.6804193347711,88.81441324469807,104.20172743289815,22.561028345356956,44.384682042344295,64.28063471995279,21.840329667841555,42.01190307520001,21.587033144922902,111.61541112229978,12.206555615733702,17.029386365926403,21.37755832643195,16.278820596099706,a
50.21951811795888,69.35416353759881,89.40357934669059,105.54619841567009,22.80350850198276,44.64302857109943,65.37583651472461,21.840329667841555,43.01162633521314,22.561028345356956,112.92475370794483,12.041594578792296,17.11724276862369,22.360679774997898,15.620499351813308,a
50.60632371551998,71.50524456289902,92.41753080449618,107.33126291998991,23.40939982143925,46.17358552246078,65.49045732013177,22.80350850198276,43.0,21.840329667841555,111.48542505637228,11.313708498984761,18.110770276274835,22.20360331117452,15.620499351813308,a
49.678969393496885,70.2922470831599,91.52595260361949,107.33126291998991,23.08679276123039,45.880278987817846,64.77653896280658,22.80350850198276,42.1070065428546,20.223748416156685,110.98198051936178,10.63014581273465,17.11724276862369,21.213203435596427,16.401219466856727,a
50.24937810560445,69.65629906907199,90.97252332435328,105.55093557141026,21.18962010041709,43.965895873961216,61.66036003787198,22.80350850198276,41.048751503547585,19.4164878389476,110.4943437466371,11.40175425099138,18.0,22.20360331117452,16.401219466856727,a
50.20956084253277,71.40028011149536,92.11405973031478,106.92988356862641,23.08679276123039,44.9221548904324,62.64982043070834,21.840329667841555,40.049968789001575,19.4164878389476,108.6876257906115,10.295630140987,19.1049731745428,23.08679276123039,17.204650534085253,a
51.62363799656123,73.60027173862879,93.81364506296512,109.2520022699813,23.40939982143925,44.9221548904324,63.50590523722971,21.587033144922902,41.0,20.615528128088304,109.12378292562992,10.295630140987,19.1049731745428,23.08679276123039,15.264337522473747,a
49.51767361255979,71.02816342831905,91.4166286842826,107.15409464878138,23.08679276123039,44.64302857109943,63.387695966961914,21.587033144922902,41.0,20.615528128088304,106.4377752492037,10.816653826391969,18.24828759089466,22.02271554554524,15.264337522473747,a
48.83646178829912,70.45565981523414,90.0499861188218,105.84894897919393,23.08679276123039,43.68065933568311,62.39390995922599,20.615528128088304,40.0,20.615528128088304,106.00471687618433,9.899494936611665,17.46424919657298,21.02379604162864,13.892443989449804,a
49.678969393496885,69.8927750200262,89.94442728707543,105.1094667477673,21.18962010041709,42.44997055358225,60.29925372672534,21.37755832643195,40.01249804748511,19.6468827043885,105.58882516630251,11.40175425099138,17.46424919657298,21.0,13.416407864998739,a
50.32891812864648,70.45565981523414,90.0499861188218,104.546640309481,21.18962010041709,41.7612260356422,59.30430001273095,20.615528128088304,39.01281840626232,19.924858845171276,106.00471687618433,12.206555615733702,17.72004514666935,21.0,13.416407864998739,a
51.62363799656123,70.21395872616783,90.55385138137417,105.70241246064349,20.615528128088304,42.20189569201838,60.29925372672534,21.587033144922902,40.01249804748511,19.4164878389476,107.78218776773832,12.806248474865697,16.492422502470642,20.0,13.416407864998739,a
52.3450093132096,71.21797525905943,90.7358804442873,105.70241246064349,20.8806130178211,42.20189569201838,61.1310068623117,21.37755832643195,41.048751503547585,20.8806130178211,108.25894882179486,12.806248474865697,17.26267650163207,20.024984394500787,13.038404810405298,a
55.31726674375732,72.47068372797375,91.52595260361949,106.51291001564083,20.396078054371138,41.0,61.032778078668514,20.615528128088304,41.048751503547585,22.135943621178654,110.57124400132251,14.866068747318506,17.46424919657298,21.02379604162864,11.661903789690601,a
52.3450093132096,69.02897942168927,89.58794561770016,106.10372283760829,18.681541692269406,40.52159917870962,61.204574992397426,21.840329667841555,43.0,22.80350850198276,110.07270324653611,13.601470508735444,16.278820596099706,20.09975124224178,11.661903789690601,a
52.40229002629561,68.8839603971781,90.13878188659973,106.51291001564083,18.681541692269406,41.48493702538308,62.20128616033595,22.80350850198276,44.0,22.80350850198276,111.48542505637228,13.601470508735444,15.132745950421556,20.09975124224178,11.661903789690601,a
55.31726674375732,72.34638899074369,93.47726996441435,108.6876257906115,19.6468827043885,42.44997055358225,62.20128616033595,22.80350850198276,43.0,21.840329667841555,113.718951806636,13.45362404707371,16.1245154965971,21.095023109728988,12.206555615733702,a
53.907327887774215,73.0,93.47726996441435,108.6876257906115,21.18962010041709,43.68065933568311,63.28506932918696,22.561028345356956,43.01162633521314,21.840329667841555,112.80514172678478,12.041594578792296,17.11724276862369,21.095023109728988,13.038404810405298,a
52.40229002629561,72.47068372797375,92.35799911215054,108.25894882179486,22.135943621178654,43.68065933568311,63.387695966961914,21.587033144922902,42.0,21.587033144922902,111.40017953306898,11.313708498984761,17.11724276862369,21.213203435596427,14.422205101855956,a
53.150729063673246,71.06335201775948,91.80958555619343,106.92988356862641,20.615528128088304,43.174066289845804,62.20128616033595,22.561028345356956,42.0,20.615528128088304,112.30761327710601,12.041594578792296,16.0312195418814,20.223748416156685,14.212670403551895,a
53.81449618829484,72.00694410957877,93.49331526906082,108.74741376235114,21.37755832643195,44.14748010928823,63.198101237299845,22.80350850198276,42.01190307520001,20.615528128088304,110.92339699089638,12.806248474865697,16.1245154965971,21.095023109728988,14.422205101855956,a
54.48853090330111,72.00694410957877,93.49331526906082,108.33743581975715,20.396078054371138,43.174066289845804,62.12889826803627,22.80350850198276,42.0,20.8806130178211,110.92339699089638,12.206555615733702,17.029386365926403,22.090722034374522,14.422205101855956,a
53.75872022286245,72.80109889280519,92.9623579735368,107.93516572461452,21.587033144922902,43.174066289845804,62.12889826803627,21.587033144922902,41.012193308819754,20.8806130178211,109.12378292562992,12.041594578792296,17.26267650163207,21.095023109728988,13.601470508735444,a
53.03772242470448,72.00694410957877,92.64987857520376,107.42439201596628,20.8806130178211,42.720018726587654,61.29437168288782,21.840329667841555,41.0,20.8806130178211,110.02272492535349,12.727922061357855,17.26267650163207,22.090722034374522,13.892443989449804,a
51.62363799656123,70.43436661176133,90.4267659490264,104.69479452198185,20.248456731316587,41.7612260356422,59.413803110051795,21.587033144922902,40.0,19.6468827043885,110.46266337545913,12.806248474865697,18.110770276274835,21.095023109728988,15.0,a
51.62363799656123,73.24616030891995,93.1933474020544,107.83784122468327,22.360679774997898,43.657759905886145,61.66036003787198,21.587033144922902,41.012193308819754,20.8806130178211,111.80339887498948,11.180339887498949,17.26267650163207,21.095023109728988,13.892443989449804,a
54.45181356024793,75.43208866258443,95.96353474106714,110.07270324653611,22.47220505424423,44.27188724235731,62.39390995922599,21.840329667841555,41.012193308819754,21.18962010041709,113.59577456930342,11.661903789690601,17.46424919657298,22.02271554554524,14.317821063276353,a
55.90169943749474,75.28612089887484,95.13148795220224,110.07270324653611,21.18962010041709,42.720018726587654,62.20128616033595,21.587033144922902,42.04759208325728,22.135943621178654,113.63538181394033,13.038404810405298,17.26267650163207,21.095023109728988,13.892443989449804,a
56.72741841473134,75.16648189186454,94.86832980505137,110.02272492535349,20.8806130178211,42.44997055358225,62.20128616033595,21.587033144922902,42.01190307520001,21.840329667841555,115.15641536623133,14.212670403551895,17.26267650163207,21.095023109728988,13.038404810405298,a
56.72741841473134,75.16648189186454,94.86832980505137,110.4943437466371,20.8806130178211,42.44997055358225,63.12685640834652,21.587033144922902,43.04648650006177,23.08679276123039,113.84638773364749,14.866068747318506,19.235384061671343,22.090722034374522,12.529964086141668,a
58.05170109479997,76.69419795525604,97.082439194738,111.8257573191436,20.8806130178211,42.720018726587654,62.20128616033595,21.840329667841555,42.01190307520001,22.135943621178654,115.15641536623133,15.556349186104045,18.24828759089466,22.090722034374522,12.529964086141668,a
56.72741841473134,75.82216034906945,96.02083107326243,110.90987332063814,21.18962010041709,43.01162633521314,62.39390995922599,21.840329667841555,42.0,21.840329667841555,117.0,14.142135623730951,18.110770276274835,22.20360331117452,15.0,a
55.97320787662612,75.28612089887484,96.51942809610924,110.92339699089638,21.840329667841555,44.64302857109943,63.28506932918696,22.80350850198276,42.0,20.8806130178211,117.78370006074695,13.45362404707371,17.11724276862369,20.223748416156685,14.212670403551895,a
57.38466694161429,77.62087348130012,97.09788875150684,111.48542505637228,23.53720459187964,44.91102314577124,64.03124237432849,21.37755832643195,41.10960958218893,21.18962010041709,116.77756633874505,14.422205101855956,19.4164878389476,21.095023109728988,14.212670403551895,a
59.54829972383762,79.81227975693966,97.94386147176351,112.80514172678478,24.331050121192877,44.553338819890925,64.00781202322104,20.223748416156685,40.11234224026316,20.8806130178211,118.10588469674151,14.422205101855956,18.681541692269406,19.1049731745428,14.142135623730951,a
58.05170109479997,77.80102827083971,96.25487000666512,110.4943437466371,23.345235059857504,42.95346318982906,61.1310068623117,19.6468827043885,38.0,19.6468827043885,118.10588469674151,13.601470508735444,17.46424919657298,21.37755832643195,16.97056274847714,a
58.69412236331676,78.60025445251433,96.04165762834376,111.08555261599052,22.561028345356956,41.773197148410844,61.032778078668514,19.235384061671343,39.11521443121589,20.8806130178211,115.83177456984762,15.620499351813308,20.615528128088304,22.20360331117452,17.029386365926403,a
59.413803110051795,80.80222769206304,97.41663102366043,112.0044641967453,24.515301344262525,42.7551166528639,62.00806399170998,18.24828759089466,38.2099463490856,21.18962010041709,115.3819743287486,15.264337522473747,20.615528128088304,22.360679774997898,16.278820596099706,a
55.90169943749474,76.40026177965623,94.66784036831093,110.30865786510141,23.53720459187964,43.73785545725808,64.00781202322104,20.223748416156685,41.19465984809196,22.135943621178654,113.59577456930342,14.422205101855956,20.223748416156685,22.360679774997898,16.278820596099706,a
57.38466694161429,79.20227269466452,96.56603957913983,111.08555261599052,25.495097567963924,44.721359549995796,64.00781202322104,19.235384061671343,39.20459156782532,21.18962010041709,114.06138698087096,14.317821063276353,20.396078054371138,22.20360331117452,16.278820596099706,a
55.90169943749474,77.20103626247513,95.1892851112981,110.69326989478628,24.515301344262525,43.93176527297759,64.03124237432849,19.4164878389476,40.11234224026316,22.135943621178654,114.96521212958292,13.038404810405298,19.4164878389476,22.360679774997898,16.97056274847714,a
55.97320787662612,77.00649323271382,96.56603957913983,111.48542505637228,24.515301344262525,45.89117562233506,65.06919393998976,21.37755832643195,41.048751503547585,20.8806130178211,118.10588469674151,13.416407864998739,20.09975124224178,22.360679774997898,18.384776310850235,a
