,transp_cost_T1,inv_cost_T1,total_cost_T1,transp_cost_T2,inv_cost_T2,total_cost_T2,transp_cost_T3,inv_cost_T3,total_cost_T3,total_cost_all_periods
0,0.0,66.53999999999999,66.53999999999999,973.5098725020737,61.14,1034.6498725020738,698.7693240745259,72.14999999999999,770.9193240745259,1872.1091965765995
